date,state,fips,cases,deaths
2020-12-05,Alabama,01,252900,3638
2020-12-05,Alaska,02,32911,116
2020-12-05,Arizona,04,338254,6692
2020-12-05,Arkansas,05,159309,2512
2020-12-05,California,06,1253867,19327
2020-12-05,Colorado,08,238779,3136
2020-12-05,Connecticut,09,118754,5040
2020-12-05,Delaware,10,36343,777
2020-12-05,District of Columbia,11,21685,685
2020-12-05,Florida,12,1008158,18678
2020-12-05,Georgia,13,458985,9253
2020-12-05,Guam,66,7858,113
2020-12-05,Hawaii,15,18049,242
2020-12-05,Idaho,16,103642,966
2020-12-05,Illinois,17,740510,13175
2020-12-05,Indiana,18,347097,5864
2020-12-05,Iowa,19,233062,2449
2020-12-05,Kansas,20,160718,1560
2020-12-05,Kentucky,21,187285,2097
2020-12-05,Louisiana,22,237740,6455
2020-12-05,Maine,23,11976,214
2020-12-05,Maryland,24,201479,4673
2020-12-05,Massachusetts,25,229205,10778
2020-12-05,Michigan,26,394838,9758
2020-12-05,Minnesota,27,322371,3674
2020-12-05,Mississippi,28,154411,3836
2020-12-05,Missouri,29,317903,4130
2020-12-05,Montana,30,63324,700
2020-12-05,Nebraska,31,130194,1086
2020-12-05,Nevada,32,155312,2182
2020-12-05,New Hampshire,33,21766,528
2020-12-05,New Jersey,34,343739,17083
2020-12-05,New Mexico,35,99419,1589
2020-12-05,New York,36,660041,34222
2020-12-05,North Carolina,37,368615,5322
2020-12-05,North Dakota,38,79661,960
2020-12-05,Northern Mariana Islands,69,106,2
2020-12-05,Ohio,39,430093,6548
2020-12-05,Oklahoma,40,1999482,1758
2020-12-05,Oregon,41,76655,938
2020-12-05,Pennsylvania,42,372688,10614
2020-12-05,Puerto Rico,72,86935,1122
2020-12-05,Rhode Island,44,57906,1380
2020-12-05,South Carolina,45,218912,4404
2020-12-05,South Dakota,46,80912,948
2020-12-05,Tennessee,47,371980,4584
2020-12-05,Texas,48,1275499,22204
2020-12-05,Utah,49,198260,890
2020-12-05,Vermont,50,4239,72
2020-12-05,Virgin Islands,78,1550,23
2020-12-05,Virginia,51,240063,4093
2020-12-05,Washington,53,174969,2927
2020-12-05,West Virginia,54,48818,758
2020-12-05,Wisconsin,55,416365,3628
2020-12-05,Wyoming,56,33805,230
